Type	Rank	Freq	Range	NormFreq	NormRange
de acordo com	2	3979	1	3584.559	1.000
rio de janeiro	3	3972	1	3578.253	1.000
por meio de	4	3553	1	3200.788	1.000
revista brasileira de	7	2770	1	2495.408	1.000
por meio da	11	2121	1	1910.744	1.000
processo de inovação	15	1879	1	1692.733	1.000
brasileira de gestão	19	1788	1	1610.754	1.000
no processo de	21	1656	1	1491.839	1.000
do processo de	25	1536	1	1383.735	1.000
universidade federal de	27	1521	1	1370.222	1.000
inovação brazilian journal	31	1446	1	1302.657	1.000
em acesso em	36	1414	1	1273.829	1.000
disponível em acesso	38	1390	1	1252.208	1.000
gestão da inovação	40	1347	1	1213.471	1.000
universidade federal do	45	1258	1	1133.294	1.000
rio grande do	46	1253	1	1128.789	1.000
estudo de caso	49	1196	1	1077.440	1.000
em relação ao	57	1143	1	1029.694	1.000
por meio do	58	1136	1	1023.387	1.000
em termos de	60	1109	1	999.064	1.000
em relação à	62	1080	1	972.939	1.000
transferência de tecnologia	64	1061	1	955.822	1.000
base de dados	65	1028	1	926.094	1.000
grande do sul	69	995	1	896.365	1.000
gestão do conhecimento	71	975	1	878.348	1.000
de inovação em	74	942	1	848.619	1.000
ciência da informação	75	941	1	847.718	1.000
do rio grande	82	862	1	776.549	1.000
ao longo do	83	861	1	775.648	1.000
coleta de dados	85	847	1	763.036	1.000
revista de administração	86	845	1	761.235	1.000
de novos produtos	89	838	1	754.928	1.000
que as empresas	91	826	1	744.118	1.000
capacidade de inovação	92	825	1	743.217	1.000
de inovação tecnológica	94	808	1	727.902	1.000
dados da pesquisa	96	801	1	721.596	1.000
do sistema de	98	800	1	720.695	1.000
que se refere	105	782	1	704.480	1.000
ao mesmo tempo	107	780	1	702.678	1.000
instituições de ensino	108	779	1	701.777	1.000
na área de	109	777	1	699.975	1.000
ecossistema de inovação	114	767	1	690.967	1.000
trata se de	114	767	1	690.967	1.000
de propriedade intelectual	118	764	1	688.264	1.000
cadernos de prospecção	119	763	1	687.363	1.000
fonte elaborado pelos	120	757	1	681.958	1.000
com base em	121	756	1	681.057	1.000
ponto de vista	123	754	1	679.255	1.000
de desenvolvimento de	124	746	1	672.048	1.000
de prospecção salvador	125	744	1	670.247	1.000
elaborado pelos autores	126	742	1	668.445	1.000
setembro dezembro issn	132	736	1	663.040	1.000
dezembro issn doi	134	728	1	655.833	1.000
de políticas públicas	135	719	1	647.725	1.000
em relação aos	138	708	1	637.815	1.000
de ciência tecnologia	141	698	1	628.807	1.000
no sentido de	142	695	1	626.104	1.000
de inovação no	143	691	1	622.501	1.000
de santa catarina	144	690	1	621.600	1.000
no setor público	146	685	1	617.095	1.000
as well as	149	683	1	615.294	1.000
no âmbito da	149	683	1	615.294	1.000
pedidos de patentes	153	680	1	612.591	1.000
de inovação da	154	678	1	610.789	1.000
biodiversidade no brasilseção	156	676	1	608.988	1.000
da inovação em	161	673	1	606.285	1.000
que diz respeito	161	673	1	606.285	1.000
de inovação de	164	670	1	603.582	1.000
do estado de	170	652	1	587.367	1.000
de inovação social	172	649	1	584.664	1.000
oil natural gas	174	648	1	583.763	1.000
no que se	175	647	1	582.862	1.000
de gestão da	176	640	1	576.556	1.000
no que diz	178	626	1	563.944	1.000
bases de dados	180	621	1	559.440	1.000
no ano de	181	619	1	557.638	1.000
sala de aula	181	619	1	557.638	1.000
conselho de administração	187	614	1	553.134	1.000
coal oil natural	189	612	1	551.332	1.000
os processos de	189	612	1	551.332	1.000
do rio de	191	610	1	549.530	1.000
federal do rio	191	610	1	549.530	1.000
que pode ser	194	608	1	547.729	1.000
revista de direito	205	589	1	530.612	1.000
tecnologia da informação	207	588	1	529.711	1.000
documentos de patentes	210	583	1	525.207	1.000
ensino da matemática	212	582	1	524.306	1.000
de produção de	214	580	1	522.504	1.000
no desenvolvimento de	214	580	1	522.504	1.000
de dezembro de	217	578	1	520.702	1.000
no ensino da	218	576	1	518.901	1.000
de gestão de	221	572	1	515.297	1.000
de minas gerais	224	571	1	514.396	1.000
inovação no ensino	225	570	1	513.495	1.000
com base na	226	569	1	512.595	1.000
da universidade federal	226	569	1	512.595	1.000
medida em que	230	566	1	509.892	1.000
em que se	232	564	1	508.090	1.000
tomada de decisão	236	563	1	507.189	1.000
mão de obra	239	561	1	505.388	1.000
nos últimos anos	241	557	1	501.784	1.000
no período de	242	556	1	500.883	1.000
análise de conteúdo	244	551	1	496.379	1.000
como forma de	244	551	1	496.379	1.000
do ponto de	246	548	1	493.676	1.000
como por exemplo	249	543	1	489.172	1.000
em relação às	250	542	1	488.271	1.000
do estado do	253	531	1	478.362	1.000
na medida em	255	529	1	476.560	1.000
sistema de inovação	256	526	1	473.857	1.000
do número de	258	523	1	471.155	1.000
de ensino superior	259	522	1	470.254	1.000
fato de que	261	518	1	466.650	1.000
fonte dados da	265	515	1	463.948	1.000
desenvolvimento de novos	266	514	1	463.047	1.000
federal de santa	266	514	1	463.047	1.000
do programa de	275	503	1	453.137	1.000
de modo que	277	501	1	451.335	1.000
processos de inovação	280	497	1	447.732	1.000
da inovação social	281	495	1	445.930	1.000
do modelo de	281	495	1	445.930	1.000
se que os	281	495	1	445.930	1.000
longo do tempo	285	492	1	443.228	1.000
no que tange	286	491	1	442.327	1.000
